record_id,Tarih,?? Emri No,?? Merkezi No,??merkezi Ad?,?? ?stasyon Ad?,Stok Ad?,Vardiya,A (Kullan?l?rl?k),P (Performans),Q (Kalite),OEE,Çal??ma Süresi,Duru? Süresi,Planl? Duru? Süresi,Plans?z Duru? Süresi,Üretilen Miktar,Hatal? Üretilen Miktar
939,11/14/2025,3026495425,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,103.4,100,103.4,84.77,44.53,44.53,0,26,0
940,11/14/2025,3022988063,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,104.52,100,104.52,99.5,0,0,0,65,0
941,11/14/2025,3026132982,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,105.32,100,105.32,82.03,0,0,0,54,0
942,11/14/2025,3026064867,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,104.08,100,104.08,103,0,0,0,67,0
943,11/14/2025,3026527796,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,101.77,100,101.77,33.02,0,0,0,21,0
944,11/14/2025,3025101830,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,104.13,100,104.13,72.22,0,0,0,47,0
945,11/14/2025,3021937256,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,105.49,100,105.49,3.03,0,0,0,2,0
946,11/14/2025,3026189545,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,142.22,100,142.22,2.25,0,0,0,2,0
947,11/14/2025,3023073621,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,0,0,0,0,0,0,0,0,0,2
948,11/14/2025,3021203237,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,0,0,0,0,0,0,0,0,0,7
949,11/14/2025,3021520552,,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,0,0,0,0,0,0,0,0,0,1
950,11/14/2025,3022417466,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,100,111.37,100,111.37,31.77,17.4,17.4,0,10,0
951,11/14/2025,3022098408,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,0,0,0,0,0,0,0,0,0,1
952,11/14/2025,3024184872,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,0,0,0,0,28.43,28.43,28.43,0,0,0
953,11/14/2025,3024388211,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,91.9,97.04,100,89.18,112.35,24.58,16.85,7.73,70,0
954,11/14/2025,3023452918,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,0,0,0,0,141.83,141.83,141.83,0,0,0
955,11/14/2025,3025145438,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,96.55,100,96.55,17.4,0,0,0,24,0
956,11/14/2025,3023793641,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,105.88,100,105.88,1.98,0,0,0,3,0
957,11/14/2025,3028547146,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,87.69,96.15,100,84.31,117.07,14.42,0,14.42,141,0
958,11/14/2025,3023266352,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,81.95,100,81.95,3.42,0,0,0,4,0
959,11/14/2025,3026253152,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,97.59,100,97.59,117.63,0,0,0,164,0
960,11/14/2025,3024752953,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,95.78,100,95.78,116.2,0,0,0,159,0
961,11/14/2025,3025569594,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,94.99,100,94.99,123.07,0,0,0,167,0
962,11/14/2025,3026049605,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,37.72,97.67,100,36.84,2.62,1.9,0.72,1.18,1,0
963,11/14/2025,3022633955,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,0,0,0,0,0,0,0,0,0,4
964,11/14/2025,3024404362,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,63.09,97.1,100,61.26,121.88,44.98,0,44.98,64,0
965,11/14/2025,3022412308,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,98.78,99.01,100,97.8,47.72,0.58,0,0.58,40,0
966,11/14/2025,3022489746,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,104.48,100,104.48,1.12,0,0,0,1,0
967,11/14/2025,3028687354,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,0,0,0,0,0,0,0,0,0,2
968,11/14/2025,3026055920,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,0,0,0,86.53,86.52,86.52,0,0,0
969,11/14/2025,3021406580,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,96.71,105.84,100,102.36,97.62,22.22,19.65,2.57,63,0
970,11/14/2025,3026630646,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,89.41,100,89.41,2.83,0,0,0,2,0
971,11/14/2025,3029461745,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,70.21,94.33,100,66.23,133.88,39.88,0,39.88,70,0
972,11/14/2025,3026528781,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,100,0,0,0,0.85,0,0,0,0,0
973,11/14/2025,3021471600,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Upper Bumper Unpainted,3,18.57,38.67,100,7.18,118.35,96.37,0,96.37,12,0
974,11/14/2025,3029067758,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,100,51000,100,51000,0.02,0,0,0,12,0
975,11/14/2025,3023121554,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,3,0,0,0,0,,0.37,0,0.37,0,0
976,11/14/2025,3026142130,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.18,0.18,0,0.18,0,0
977,11/14/2025,3027015891,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,0,0,0,0,0.28,0.28,0.28,0,0,0
978,11/14/2025,3025910854,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,2,0,0,0,0,34.17,34.17,0,34.17,0,0
979,11/14/2025,3025492233,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,1,0,0,0,0,2.23,2.23,0,2.23,0,0
980,11/14/2025,3023973445,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,1,0,0,0,0,0.2,0.2,0,0.2,0,0
981,11/14/2025,3023518833,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,95.5,94.03,100,89.8,131.8,25.7,20.7,5,164,0
982,11/14/2025,3027683251,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,94.7,100,94.7,44.35,0,0,0,60,0
983,11/14/2025,3026899453,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,95.95,100,95.95,22.62,0,0,0,31,0
984,11/14/2025,3026585763,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,1,0,0,0,0,0.23,0.23,0,0.23,0,0
985,11/14/2025,3028358466,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,1,6.19,0,0,0,1.62,1.52,0,1.52,0,0
986,11/14/2025,3026381817,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,82.97,97.45,100,80.85,106.48,18.13,0,18.13,123,0
987,11/14/2025,3021722708,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,1,76.42,91.61,100,70.01,103.95,40.2,20.53,19.67,96,0
988,11/14/2025,3029013827,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,1,6.32,117.74,100,7.44,72.3,68.17,6.93,61.23,8,0
989,11/14/2025,3021057160,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,1,100,78.92,100,78.92,3.08,0,0,0,4,0
990,11/14/2025,3029125875,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,1,100,91.96,100,91.96,27.78,0,0,0,42,0
991,11/14/2025,3026402932,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,1,85.85,94.73,100,81.33,101.73,14.4,0,14.4,136,0
992,11/14/2025,3024412549,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,96.52,100,96.52,111.57,0,0,0,182,0
993,11/14/2025,3025399194,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,0,0,0,0,1.18,1.18,0,1.18,0,0
994,11/14/2025,3026500567,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,53.47,94.21,100,50.37,155.05,72.15,0,72.15,132,0
995,11/14/2025,3029806506,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,95.95,100,95.95,9.87,0,0,0,16,0
996,11/14/2025,3028529670,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,89.77,103.05,100,92.51,94.85,9.7,0,9.7,65,0
997,11/14/2025,3025372250,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,100,103.85,100,103.85,2.6,0,0,0,2,0
998,11/14/2025,3027904885,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,88.46,103.99,100,91.99,82.18,9.48,0,9.48,56,0
999,11/14/2025,3029604786,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,104.24,100,104.24,117.85,0,0,0,91,0
1000,11/14/2025,3026962345,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,100,132.73,100,132.73,0.92,0,0,0,2,0
1001,11/14/2025,3024658941,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,89.01,100,89.01,3.03,0,0,0,2,0
1002,11/14/2025,3024209422,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,103.56,100,103.56,96.47,0,0,0,74,0
1003,11/14/2025,3022625803,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,1,0,0,0,0,0,0,0,0,0,1
1004,11/14/2025,3028482002,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,0.04,0,0,0,44.72,44.7,0,44.7,0,0
1005,11/14/2025,3029171917,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,2,100,102.95,102,102.95,118.25,0,0,0,88,0
1006,11/14/2025,3029689995,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,2,100,104.2,100,104.2,130.1,0,0,0,98,0
1007,11/14/2025,3021451391,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,2,80.09,103.6,100,82.97,100.03,19.92,0,19.92,60,0
1008,11/14/2025,3024383363,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,1,12.96,103.03,100,13.35,343.65,299.1,0,299.1,34,0
1009,11/14/2025,3024305031,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,0,0,0,0.07,0,0,0,0,0
1010,11/14/2025,3022882791,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,95.72,100.29,100,96,47.55,2.03,0,2.03,33,0
1011,11/14/2025,3028743179,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,91.01,100,91.01,1.48,0,0,0,1,0
1012,11/14/2025,3025567324,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,103.34,100,103.34,120.18,0,0,0,92,0
1013,11/14/2025,3029912141,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,105.61,100,105.61,58.8,0,0,0,46,0
1014,11/14/2025,3027750918,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,2,0,0,0,0,0,0,0,0,0,2
1015,11/15/2025,3025948461,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,96.36,85.21,100,82.11,117.07,4.27,0,4.27,79,0
1016,11/15/2025,3022040843,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,105.29,100,105.29,3.47,0,0,0,3,0
1017,11/15/2025,3029844589,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,98.41,71.24,100,70.11,124.95,1.98,0,1.98,72,0
1018,11/15/2025,3021700425,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,83.43,100,83.43,2.92,0,0,0,2,0
1019,11/15/2025,3025602844,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,2,65.39,96.91,100,63.37,163.6,63.17,10.02,53.15,80,0
1020,11/15/2025,3022178365,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,90.1,84.63,100,76.25,73.38,40.32,36.68,3.63,23,0
1021,11/15/2025,3023996267,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,94.73,91.46,100,86.64,134.47,38.68,33.35,5.33,72,0
1022,11/15/2025,3022008874,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,110.33,100,110.33,6.62,0,0,0,6,0
1023,11/15/2025,3025398621,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,92.62,101.94,100,94.42,113.4,8.37,0,8.37,88,0
1024,11/15/2025,3025909404,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,91.2,100,91.2,113.4,0,0,0,85,0
1025,11/15/2025,3028174488,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,86.15,98.94,100,85.24,105.63,14.63,0,14.63,74,0
1026,11/15/2025,3028901767,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,64.34,124.48,100,80.09,120.02,42.8,0,42.8,79,0
1027,11/15/2025,3028296174,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,100,102.53,100,102.53,1.32,0,0,0,1,0
1028,11/15/2025,3022709822,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,59.84,100,59.84,2.03,0,0,0,1,0
1029,11/15/2025,3023696838,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,2,88.46,96.66,100,85.51,47.37,5.47,0,5.47,30,0
1030,11/15/2025,3026052396,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,2,100,150,100,150,0.9,0,0,0,1,0
1031,11/15/2025,3026950640,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,0,0,0,0,0,0,0,0,0,4
1032,11/15/2025,3025659840,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,0,0,0,0,0,0,0,0,0,2
1033,11/15/2025,3024114078,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,100,98.58,100,98.58,106.82,0,0,0,78,0
1034,11/15/2025,3022221333,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,0.52,0,0,0,68.07,67.87,29.73,38.13,0,0
1035,11/15/2025,3025803044,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA3-S-Lower Bumper MIC,1,95.5,98.8,100,94.35,129.67,21.72,16.63,5.08,79,0
1036,11/15/2025,3028310839,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Upper Bumper Unpainted,2,90.21,47.71,100,43.04,122.83,27.82,17.5,10.32,68,0
1037,11/15/2025,3028829851,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Upper Bumper Unpainted,2,100,47.08,100,47.08,116.12,38.23,38.23,0,55,0
1038,11/15/2025,3023163225,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Upper Bumper Unpainted,2,100,47.49,100,47.49,138.68,72.7,72.7,0,47,0
1039,11/15/2025,3024788316,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Upper Bumper Unpainted,2,100,190.48,100,190.48,14.22,13.87,13.87,0,1,0
1040,11/15/2025,3024889667,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,98.44,83.04,100,81.74,117.58,1.83,0,1.83,79,0
1041,11/15/2025,3023938861,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,96.95,85.36,100,82.76,119.08,3.63,0,3.63,81,0
1042,11/15/2025,3021690145,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,94.53,91.68,100,86.67,122.38,20.2,14.28,5.92,77,0
1043,11/15/2025,3026895261,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,100.81,100,100.81,82.33,0,0,0,120,0
1044,11/15/2025,3027104440,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,102.6,100,102.6,54.58,0,0,0,40,0
1045,11/15/2025,3023593507,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Upper Bumper Unpainted,1,0.25,0,0,0,46.97,46.9,19.77,27.13,0,0
1046,11/15/2025,3027469470,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,86.6,100.43,100,86.97,101.9,24.9,12.98,11.92,58,0
1047,11/15/2025,3022722365,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,6.96,126.32,100,8.79,58.13,54.97,12.65,42.32,3,0
1048,11/15/2025,3023445773,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,109.01,100,109.01,8.88,0,0,0,14,0
1049,11/15/2025,3022554673,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,60.65,100.77,100,61.12,131.27,51.65,0,51.65,116,0
1050,11/15/2025,3026649282,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,95.3,102.25,100,97.44,134.75,63.05,59.52,3.53,106,0
1051,11/15/2025,3021072307,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,102.47,100,102.47,100.68,26.43,26.43,0,110,0
1052,11/15/2025,3021561871,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,95.9,100,95.9,16.47,0.6,0.6,0,22,0
1053,11/15/2025,3023193977,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,3,100,127.69,100,127.69,3.25,0,0,0,6,0
1054,11/15/2025,3028342166,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,0,0,0,0,0,0,0,0,0,10
1055,11/15/2025,3025658509,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,42.37,105.46,100,44.68,92.87,53.52,0,53.52,60,0
1056,11/15/2025,3027175868,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,84.26,100,84.26,3.28,0,0,0,4,0
1057,11/15/2025,3026688673,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,1,100,0,0,0,0.57,0,0,0,0,0
1058,11/15/2025,3029687804,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,100,103.05,100,103.05,29.53,0,0,0,44,0
1059,11/15/2025,3027541519,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,99.19,103.17,100,102.33,127.07,1.03,0,1.03,188,0
1060,11/15/2025,3021122093,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,102.6,100,102.6,46.78,0,0,0,30,0
1061,11/15/2025,3027235880,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,119.25,100,119.25,2.68,0,0,0,2,0
1062,11/15/2025,3028401151,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,103.61,100,103.61,43.43,0,0,0,90,0
1063,11/15/2025,3025354352,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,103.45,100,103.45,120.83,0,0,0,250,0
1064,11/15/2025,3026987646,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,103.66,100,103.66,106.12,0,0,0,220,0
1065,11/15/2025,3024805089,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,103.41,100,103.41,120,21.37,21.37,0,204,0
1066,11/15/2025,3027628949,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,93.72,110.11,100,103.2,89.15,5.6,0,5.6,184,0
1067,11/15/2025,3021806948,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,0,0,0,0.47,0,0,0,0,0
1068,11/15/2025,3028075247,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,16.18,107.69,100,17.42,87.18,80.68,47,33.68,14,0
1069,11/15/2025,3026918570,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,3,0,0,0,0,84.7,84.7,84.7,0,0,0
1070,11/15/2025,3022462273,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,95.46,102.3,100,97.66,118.98,5.4,0,5.4,83,0
1071,11/15/2025,3024196490,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,85.36,100.61,100,85.88,96.65,14.15,0,14.15,120,0
1072,11/15/2025,3026519200,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Lower Bumper Unpainted,2,0,0,100,0,0,0,0,0,3,0
1073,11/15/2025,3025797643,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Upper Bumper Unpainted,1,100,50.03,100,50.03,66.55,0,0,0,47,0
1074,11/15/2025,3021592946,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,3,0,0,0,0,0,0,0,0,0,1
1075,11/15/2025,3021052213,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,95.16,96.55,100,91.88,44.12,2.13,0,2.13,32,0
1076,11/15/2025,3025415106,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,78.92,101.45,100,80.06,149.85,46.22,18.53,27.68,83,0
1077,11/15/2025,3025424260,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,0,0,0,0.12,0,0,0,0,0
1078,11/15/2025,3026250147,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,98.64,96.02,100,94.71,104.32,1.42,0,1.42,78,0
1079,11/15/2025,3029644511,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,99.35,96.2,100,95.57,132.53,0.87,0,0.87,100,0
1080,11/15/2025,3024428498,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,98.29,98.19,100,96.51,108.93,1.87,0,1.87,83,0
