record_id,Tarih,?? Emri No,?? Merkezi No,??merkezi Ad?,?? ?stasyon Ad?,Stok Ad?,Vardiya,A (Kullan?l?rl?k),P (Performans),Q (Kalite),OEE,Çal??ma Süresi,Duru? Süresi,Planl? Duru? Süresi,Plans?z Duru? Süresi,Üretilen Miktar,Hatal? Üretilen Miktar
1,11/5/2025,3027854094,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,1,0,0,0,0,2.05,2.05,0,2.05,0,0
2,11/5/2025,3029724496,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,2,100,141.87,100,141.87,3.38,0,0,0,3,0
3,11/5/2025,3022957153,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,2,3.18,96.97,100,3.08,78.12,76.47,26.18,50.28,1,0
4,11/5/2025,3023963957,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,36,76.31,100,27.47,83.45,59.53,17.02,42.52,15,0
5,11/5/2025,3027368108,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,98.88,92.19,100,91.16,88.08,0.98,0,0.98,66,0
6,11/5/2025,3024777549,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,95.25,100,95.25,31.93,0,0,0,25,0
7,11/5/2025,3025858146,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,95.39,89.15,100,85.04,125.9,5.8,0,5.8,88,0
8,11/5/2025,3021488170,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,97.87,92.52,100,90.55,117.82,6.03,3.6,2.43,85,0
9,11/5/2025,3024769613,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,91.02,91.13,100,82.95,115.87,10.4,0,10.4,79,0
10,11/5/2025,3022957071,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,44.51,100,44.51,2.73,0,0,0,1,0
11,11/5/2025,3021147733,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,92.16,92.59,100,85.33,115.48,9.05,0,9.05,81,0
12,11/5/2025,3022680743,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,110.61,100,110.61,2.2,0,0,0,2,0
13,11/5/2025,3023628827,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,100,99.71,100,99.71,34.17,0,0,0,56,0
14,11/5/2025,3029618677,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,81.1,102.48,100,83.11,87.83,16.6,0,16.6,120,0
15,11/5/2025,3026083203,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,100,99.29,100,99.29,63.72,0,0,0,104,0
16,11/5/2025,3027348944,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,71.35,95.75,100,68.32,67.67,19.38,0,19.38,76,0
17,11/5/2025,3027795573,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,97.08,97.22,100,94.38,29.65,0.87,0,0.87,46,0
18,11/5/2025,3026471383,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,2,0,0,105,0,13.52,13.52,0,13.52,0,0
19,11/5/2025,3027011014,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J74 UPPER FASCIA MIC WHITE,,8.98,74.49,100,6.69,72.73,66.2,0,66.2,8,0
20,11/5/2025,3022234021,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,100,95.74,100,95.74,131.02,0,0,0,212,0
21,11/5/2025,3026684471,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,0,0,0,0,112.27,112.27,112.27,0,0,0
22,11/5/2025,3025743415,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,92.11,96.35,100,88.75,116,9.15,0,9.15,174,0
23,11/5/2025,3023668389,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,100,96.48,100,96.48,120.53,22.42,22.42,0,160,0
24,11/5/2025,3022879213,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,0,0,0,0,0.18,0.18,0.18,0,0,0
25,11/5/2025,3029573393,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,,100,94.77,100,94.77,101.25,50.6,50.6,0,30,0
26,11/5/2025,3022175523,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,3,100,117.79,100,117.79,2.72,0,0,0,2,0
27,11/5/2025,3022587586,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,3,100,120,100,120,17.33,0,0,0,13,0
28,11/5/2025,3025529874,,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,98.82,100,98.82,2.83,0,0,0,2,0
29,11/5/2025,3026292011,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,0,0,0,0,61.55,61.55,26.28,35.27,0,0
30,11/5/2025,3022807189,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,78.39,102.86,100,80.63,117.4,25.37,0,25.37,71,0
31,11/5/2025,3025860478,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,13.75,727.27,100,100,1.33,1.15,0,1.15,1,0
32,11/5/2025,3021587258,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,0,0,0,0,0,0,0,0,0,3
33,11/5/2025,3026780607,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,105.16,100,105.16,165.85,0,0,0,109,0
34,11/5/2025,3027473972,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,102.55,100,102.55,68.65,0,0,0,44,0
35,11/5/2025,3022607474,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,11,118.76,100,13.06,73.47,65.38,0,65.38,6,0
36,11/5/2025,3029007445,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,102.6,100,102.6,60.82,0,0,0,39,0
37,11/5/2025,3028987741,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,29.87,0,0,0,2.57,1.8,0,1.8,0,0
38,11/5/2025,3024197413,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,103.6,100,103.6,88.03,0,0,0,57,0
39,11/5/2025,3024164068,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,90.45,100,90.45,63.53,56.9,56.9,0,12,0
40,11/5/2025,3023181753,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,2,0.74,0,0,0,169.2,168.97,137.78,31.18,0,0
41,11/5/2025,3025334341,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,90.91,100,90.91,1.1,0,0,0,2,0
42,11/5/2025,3025160156,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,104.35,100,104.35,105.42,0,0,0,220,0
43,11/5/2025,3021825518,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,104.41,100,104.41,105.35,0,0,0,220,0
44,11/5/2025,3021728883,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,104.59,100,104.59,81.27,0,0,0,170,0
45,11/5/2025,3028320990,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,103.21,100,103.21,118.2,0,0,0,244,0
46,11/5/2025,3021634741,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,0,0,0,0.03,0,0,0,0,0
47,11/5/2025,3026513879,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,113.21,100,113.21,0.88,0,0,0,2,0
48,11/5/2025,3027199417,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,102.63,100,102.63,124.23,16.47,16.47,0,79,0
49,11/5/2025,3028900024,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,101.57,100,101.57,60.65,0,0,0,44,0
50,11/5/2025,3028610642,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,101.83,100,101.83,116.87,0,0,0,85,0
51,11/5/2025,3023526428,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,97.69,102.45,100,100.08,114.7,2.65,0,2.65,82,0
52,11/5/2025,3024913478,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,62.02,103.26,100,64.04,100.57,38.2,0,38.2,46,0
53,11/5/2025,3029110957,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,103.12,100,103.12,68.85,0,0,0,142,0
54,11/5/2025,3028643238,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,96.02,103.73,100,99.6,108.43,4.32,0,4.32,80,0
55,11/5/2025,3026803362,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,93.85,100,93.85,2.98,0,0,0,2,0
56,11/5/2025,3021731875,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,103.54,100,103.54,119.95,0,0,0,92,0
57,11/5/2025,3025663555,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,98.88,100,98.88,136.85,65.12,65.12,0,56,0
58,11/5/2025,3023638540,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,99.09,100,99.09,104.6,6.17,6.17,0,77,0
59,11/5/2025,3021155858,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,102.37,100,102.37,45.78,0,0,0,37,0
60,11/5/2025,3024743777,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,99.78,100,99.78,130.75,0,0,0,103,0
61,11/5/2025,3021244753,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,3,100,0,0,0,0.47,0,0,0,0,0
62,11/5/2025,3025726778,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,93.48,91.95,100,85.95,92.83,6.05,0,6.05,63,0
63,11/5/2025,3026984063,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,85.23,105.85,100,90.22,134.8,19.92,0,19.92,96,0
64,11/5/2025,3024339453,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,93.7,94.59,100,88.63,100.03,6.3,0,6.3,70,0
65,11/5/2025,3027786906,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,99,100.99,100,99.98,152.03,1.52,0,1.52,120,0
66,11/5/2025,3022870981,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,2,100,0,0,0,0.3,0,0,0,0,0
67,11/5/2025,3027055620,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,97.75,98.9,100,96.67,91.72,2.07,0,2.07,70,0
68,11/5/2025,3026706442,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,77.23,100.68,100,77.76,120.55,27.45,0,27.45,74,0
69,11/5/2025,3022884764,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,100,85.88,100,85.88,2.95,0,0,0,2,0
70,11/5/2025,3024754657,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,89.19,104.78,100,93.45,101.65,10.98,0,10.98,75,0
71,11/5/2025,3021994427,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,5.61,0,0,0,22.88,21.6,0,21.6,0,0
72,11/5/2025,3028268464,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,100,97.69,100,97.69,6.48,0,0,0,5,0
73,11/5/2025,3021804998,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,100,0,0,0,0.05,0,0,0,0,0
74,11/5/2025,3028951483,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.38,0.38,0,0.38,0,0
75,11/5/2025,3023055034,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.18,0.18,0,0.18,0,0
76,11/5/2025,3023393814,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,0,0,0,0,246.17,246.17,246.17,0,0,0
77,11/5/2025,3024010507,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,0,0,0,0,0.7,0.7,0,0.7,0,0
78,11/5/2025,3021090543,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,1,0,0,0,0,0.15,0.15,0,0.15,0,0
79,11/5/2025,3025927443,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,87.77,103.58,100,90.91,14.85,1.82,0,1.82,10,0
80,11/5/2025,3022057974,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,75.27,100,75.27,1.55,0,0,0,1,0
81,11/5/2025,3025564226,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,99.18,100,99.18,22.35,0,0,0,19,0
82,11/5/2025,3022248790,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S- Mic Lower Bumper w ACC,1,86.85,108.15,100,93.93,14.83,1.95,0,1.95,11,0
83,11/5/2025,3021113065,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,95.6,100,95.6,95.18,0,0,0,78,0
84,11/5/2025,3028302278,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,97.92,103.69,100,101.53,105.03,2.18,0,2.18,79,94
85,11/5/2025,3025595487,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,94.33,100.39,100,94.7,45.58,2.58,0,2.58,37,0
86,11/5/2025,3023992986,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,100,102.06,100,102.06,14.55,0,0,0,11,0
87,11/5/2025,3029786237,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,1,39.42,99.39,100,39.18,13.78,8.35,0,8.35,4,0
88,11/5/2025,3024231774,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,102.36,100,102.36,31.08,0,0,0,23,0
89,11/5/2025,3022019771,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,99.53,100,99.53,120.92,0,0,0,87,0
90,11/5/2025,3025687115,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,100.61,100,100.61,2.75,0,0,0,2,0
91,11/5/2025,3029105827,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,101.51,100,101.51,111.75,0,0,0,82,0
92,11/5/2025,3025405095,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,3,100,101.16,100,101.16,108.03,0,0,0,79,0
93,11/5/2025,3022088443,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,0,0,0,0.27,0,0,0,0,0
94,11/5/2025,3029593869,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,2,17.67,103.43,100,18.28,60.57,49.87,0,49.87,8,0
95,11/5/2025,3026534862,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,91.37,96.05,100,87.76,105.28,9.08,0,9.08,132,0
96,11/5/2025,3029181427,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,97.82,100,97.82,124.52,0,0,0,174,0
97,11/5/2025,3022097470,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,3,100,99.94,100,99.94,105.2,0,0,0,76,0
98,11/5/2025,3025767055,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,70.37,90.94,100,63.99,120.32,35.65,0,35.65,110,0
99,11/5/2025,3029239922,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,94.11,100,94.11,119.75,0,0,0,161,0
100,11/5/2025,3026031140,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,89.36,100,89.36,2.35,0,0,0,3,0
101,11/5/2025,3027730379,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,3,100,98.93,100,98.93,7.78,0,0,0,11,0
102,11/5/2025,3027762667,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,100,105,100,105,4,0,0,0,6,0
103,11/5/2025,3026069166,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,44.21,90.03,100,39.8,65.07,36.3,0,36.3,37,0
104,11/5/2025,3028546116,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,89.81,97.67,100,87.72,93.37,9.52,0,9.52,117,0
105,11/5/2025,3022220932,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,2,81.54,94.05,100,76.69,114.1,21.07,0,21.07,125,0
106,11/5/2025,3026325037,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,96.33,100,96.33,18.17,0,0,0,15,0
107,11/5/2025,3025230333,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,91.19,91.52,100,83.46,118.82,10.47,0,10.47,85,0
108,11/5/2025,3023209734,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,92,91.83,100,84.48,103.57,8.28,0,8.28,75,0
109,11/6/2025,3023220080,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,0,0,0,90.1,89.98,89.98,0,0,0
110,11/6/2025,3023221498,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,100,105.24,100,105.24,104.45,10.38,10.38,0,198,0
111,11/6/2025,3022247555,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,1,0,0,0,0,0,0,0,0,0,1
112,11/6/2025,3028409243,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,0,0,0,0.17,0,0,0,0,0
113,11/6/2025,3027642904,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,100.24,100,100.24,137.67,0,0,0,276,0
114,11/6/2025,3026791499,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,100.14,100,100.14,120.4,10.55,10.55,0,220,0
115,11/6/2025,3028440193,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,101.58,100,101.58,28.55,0,0,0,58,0
116,11/6/2025,3022413098,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,83.12,100,83.12,98.97,0.32,0.32,0,164,0
117,11/6/2025,3025597687,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,100.68,100,100.68,48.67,0,0,0,98,0
118,11/6/2025,3023239500,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,0,0,0,0.87,0,0,0,0,0
119,11/6/2025,3025674043,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,2,0,0,0,0,0,0,0,0,0,1
120,11/6/2025,3029949199,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,2,100,100.07,100,100.07,91.93,0,0,0,184,0
121,11/6/2025,3029441618,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,2,0,0,0,0,0,0,0,0,0,4
122,11/6/2025,3027073377,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,91.04,91.59,100,83.38,119.65,10.72,0,10.72,82,109
123,11/6/2025,3025079082,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,96.45,100,96.45,364.82,304.27,304.27,0,48,0
124,11/6/2025,3021581569,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,97.36,100,97.36,109.97,0,0,0,88,0
125,11/6/2025,3024929702,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,0,0,0,0,4,4,4,0,0,0
126,11/6/2025,3029182635,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,100,100,100,1.22,0,0,0,1,0
127,11/6/2025,3022224906,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,79.12,100,79.12,126.1,0,0,0,82,0
128,11/6/2025,3029462102,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,82.76,100,82.76,104.8,3.37,3.37,0,69,0
129,11/6/2025,3025558738,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,87.97,85.39,100,75.12,137.68,16.57,0,16.57,85,0
130,11/6/2025,3027919617,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,85.33,87.27,100,74.47,93.13,13.67,0,13.67,57,0
131,11/6/2025,3023341437,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,71.92,100,71.92,3.38,0,0,0,2,0
132,11/6/2025,3028593879,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,81.66,100,81.66,14.9,0,0,0,10,0
133,11/6/2025,3025195678,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,100,76.04,100,76.04,3.2,0,0,0,2,0
134,11/6/2025,3023209272,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,100,113.74,100,113.74,7.03,0,0,0,16,0
135,11/6/2025,3024888098,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,92.9,84.71,100,78.7,86.58,6.15,0,6.15,56,0
136,11/6/2025,3027136493,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,2,49.03,96.54,100,47.33,245.55,156.48,63.88,92.6,67,0
137,11/6/2025,3029851189,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,0,0,0,0,2.17,2.17,0,2.17,0,0
138,11/6/2025,3022893455,,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,100,120.6,100,120.6,3.32,0,0,0,3,0
139,11/6/2025,3026353695,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,104.71,100,104.71,110.02,0,0,0,72,0
140,11/6/2025,3026459821,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,5.93,58.63,100,3.48,69.97,65.82,0,65.82,2,0
141,11/6/2025,3029330460,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,0,0,0,0,0,0,0,0,0,3
142,11/6/2025,3023440682,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,0,0,0,0,0,0,0,0,0,2
